,filename,dose_Gy,particle_type,hr_post_exposure
1809,P280_73668439105-E6_001_001_proj.tif,1.0,X-ray,4
1810,P280_73668439105-A7_009_026_proj.tif,1.0,X-ray,4
1811,P280_73668439105-A7_030_001_proj.tif,1.0,X-ray,4
1812,P280_73668439105-E6_013_015_proj.tif,1.0,X-ray,4
1813,P280_73668439105-E2_022_007_proj.tif,1.0,X-ray,4
1814,P280_73668439105-C7_015_021_proj.tif,1.0,X-ray,4
1816,P280_73668439105-A7_016_015_proj.tif,1.0,X-ray,4
1822,P280_73668439105-E6_005_004_proj.tif,1.0,X-ray,4
1823,P280_73668439105-C7_006_025_proj.tif,1.0,X-ray,4
1824,P280_73668439105-D5_001_035_proj.tif,1.0,X-ray,4
1825,P280_73668439105-E5_004_027_proj.tif,1.0,X-ray,4
1827,P280_73668439105-E6_020_013_proj.tif,1.0,X-ray,4
1828,P280_73668439105-D5_002_028_proj.tif,1.0,X-ray,4
1833,P280_73668439105-C7_021_002_proj.tif,1.0,X-ray,4
1835,P280_73668439105-D5_009_018_proj.tif,1.0,X-ray,4
1838,P280_73668439105-E1_010_043_proj.tif,1.0,X-ray,4
1840,P280_73668439105-E2_010_008_proj.tif,1.0,X-ray,4
1844,P280_73668439105-D5_001_032_proj.tif,1.0,X-ray,4
1845,P280_73668439105-E5_002_038_proj.tif,1.0,X-ray,4
1846,P280_73668439105-A7_030_002_proj.tif,1.0,X-ray,4
1848,P280_73668439105-E2_030_007_proj.tif,1.0,X-ray,4
1850,P280_73668439105-E5_005_009_proj.tif,1.0,X-ray,4
1851,P280_73668439105-E1_001_002_proj.tif,1.0,X-ray,4
1853,P280_73668439105-D5_013_005_proj.tif,1.0,X-ray,4
1856,P280_73668439105-E2_016_007_proj.tif,1.0,X-ray,4
1860,P280_73668439105-E6_007_037_proj.tif,1.0,X-ray,4
1861,P280_73668439105-E6_003_035_proj.tif,1.0,X-ray,4
1862,P280_73668439105-D5_006_037_proj.tif,1.0,X-ray,4
1863,P280_73668439105-F5_001_001_proj.tif,1.0,X-ray,4
1865,P280_73668439105-D5_015_002_proj.tif,1.0,X-ray,4
1872,P280_73668439105-D5_010_030_proj.tif,1.0,X-ray,4
1875,P280_73668439105-E5_001_001_proj.tif,1.0,X-ray,4
1876,P280_73668439105-A7_016_017_proj.tif,1.0,X-ray,4
1880,P280_73668439105-D5_008_021_proj.tif,1.0,X-ray,4
1882,P280_73668439105-A7_019_016_proj.tif,1.0,X-ray,4
1883,P280_73668439105-A7_018_002_proj.tif,1.0,X-ray,4
1884,P280_73668439105-E5_015_012_proj.tif,1.0,X-ray,4
1885,P280_73668439105-E1_003_059_proj.tif,1.0,X-ray,4
1886,P280_73668439105-E5_008_013_proj.tif,1.0,X-ray,4
1887,P280_73668439105-E2_002_003_proj.tif,1.0,X-ray,4
1888,P280_73668439105-E1_012_028_proj.tif,1.0,X-ray,4
1889,P280_73668439105-E1_005_042_proj.tif,1.0,X-ray,4
1893,P280_73668439105-E5_007_041_proj.tif,1.0,X-ray,4
1894,P280_73668439105-D5_002_035_proj.tif,1.0,X-ray,4
1896,P280_73668439105-A7_001_022_proj.tif,1.0,X-ray,4
1897,P280_73668439105-C7_021_011_proj.tif,1.0,X-ray,4
1898,P280_73668439105-C7_031_005_proj.tif,1.0,X-ray,4
1899,P280_73668439105-A7_009_021_proj.tif,1.0,X-ray,4
1900,P280_73668439105-D5_012_037_proj.tif,1.0,X-ray,4
1902,P280_73668439105-A7_013_026_proj.tif,1.0,X-ray,4
1903,P280_73668439105-A7_005_026_proj.tif,1.0,X-ray,4
1905,P280_73668439105-E5_002_012_proj.tif,1.0,X-ray,4
1906,P280_73668439105-E2_017_007_proj.tif,1.0,X-ray,4
1907,P280_73668439105-F5_001_036_proj.tif,1.0,X-ray,4
1908,P280_73668439105-C7_019_012_proj.tif,1.0,X-ray,4
1909,P280_73668439105-E2_006_011_proj.tif,1.0,X-ray,4
1911,P280_73668439105-E5_011_012_proj.tif,1.0,X-ray,4
1914,P280_73668439105-E6_002_033_proj.tif,1.0,X-ray,4
1915,P280_73668439105-E1_003_074_proj.tif,1.0,X-ray,4
1917,P280_73668439105-E1_005_057_proj.tif,1.0,X-ray,4
1918,P280_73668439105-E2_012_006_proj.tif,1.0,X-ray,4
1920,P280_73668439105-E6_012_009_proj.tif,1.0,X-ray,4
1921,P280_73668439105-F5_013_029_proj.tif,1.0,X-ray,4
1923,P280_73668439105-F5_010_034_proj.tif,1.0,X-ray,4
1927,P280_73668439105-E1_002_033_proj.tif,1.0,X-ray,4
1928,P280_73668439105-D5_001_048_proj.tif,1.0,X-ray,4
1930,P280_73668439105-A7_019_001_proj.tif,1.0,X-ray,4
1933,P280_73668439105-E2_005_008_proj.tif,1.0,X-ray,4
1934,P280_73668439105-E2_039_002_proj.tif,1.0,X-ray,4
1935,P280_73668439105-C7_001_040_proj.tif,1.0,X-ray,4
1936,P280_73668439105-E5_012_041_proj.tif,1.0,X-ray,4
1937,P280_73668439105-C7_028_006_proj.tif,1.0,X-ray,4
1939,P280_73668439105-E6_015_013_proj.tif,1.0,X-ray,4
1941,P280_73668439105-E6_003_026_proj.tif,1.0,X-ray,4
1943,P280_73668439105-A7_029_009_proj.tif,1.0,X-ray,4
1944,P280_73668439105-E5_001_028_proj.tif,1.0,X-ray,4
1947,P280_73668439105-D5_003_026_proj.tif,1.0,X-ray,4
1948,P280_73668439105-E6_017_015_proj.tif,1.0,X-ray,4
1951,P280_73668439105-D5_002_046_proj.tif,1.0,X-ray,4
1952,P280_73668439105-E6_023_004_proj.tif,1.0,X-ray,4
1953,P280_73668439105-E5_013_009_proj.tif,1.0,X-ray,4
1954,P280_73668439105-E5_014_007_proj.tif,1.0,X-ray,4
1958,P280_73668439105-E6_016_007_proj.tif,1.0,X-ray,4
1959,P280_73668439105-D5_004_016_proj.tif,1.0,X-ray,4
1961,P280_73668439105-E5_002_032_proj.tif,1.0,X-ray,4
1964,P280_73668439105-D5_007_035_proj.tif,1.0,X-ray,4
1966,P280_73668439105-E6_005_033_proj.tif,1.0,X-ray,4
1967,P280_73668439105-C7_001_004_proj.tif,1.0,X-ray,4
1968,P280_73668439105-E1_003_041_proj.tif,1.0,X-ray,4
1969,P280_73668439105-E6_017_003_proj.tif,1.0,X-ray,4
1970,P280_73668439105-C7_020_007_proj.tif,1.0,X-ray,4
1971,P280_73668439105-D5_004_015_proj.tif,1.0,X-ray,4
1974,P280_73668439105-E6_005_029_proj.tif,1.0,X-ray,4
1975,P280_73668439105-E1_007_048_proj.tif,1.0,X-ray,4
1977,P280_73668439105-C7_020_006_proj.tif,1.0,X-ray,4
1986,P280_73668439105-D5_011_025_proj.tif,1.0,X-ray,4
1987,P280_73668439105-E6_002_032_proj.tif,1.0,X-ray,4
1990,P280_73668439105-D5_005_032_proj.tif,1.0,X-ray,4
1991,P280_73668439105-E5_011_022_proj.tif,1.0,X-ray,4
1994,P280_73668439105-E6_006_025_proj.tif,1.0,X-ray,4
1995,P280_73668439105-E6_015_029_proj.tif,1.0,X-ray,4
1997,P280_73668439105-A7_004_012_proj.tif,1.0,X-ray,4
1998,P280_73668439105-C7_022_016_proj.tif,1.0,X-ray,4
1999,P280_73668439105-D5_002_016_proj.tif,1.0,X-ray,4
2000,P280_73668439105-C7_011_005_proj.tif,1.0,X-ray,4
2001,P280_73668439105-D5_001_031_proj.tif,1.0,X-ray,4
2003,P280_73668439105-D5_005_018_proj.tif,1.0,X-ray,4
2004,P280_73668439105-E6_011_007_proj.tif,1.0,X-ray,4
2006,P280_73668439105-D5_016_001_proj.tif,1.0,X-ray,4
2007,P280_73668439105-E1_003_013_proj.tif,1.0,X-ray,4
2009,P280_73668439105-E5_006_039_proj.tif,1.0,X-ray,4
2010,P280_73668439105-E6_005_025_proj.tif,1.0,X-ray,4
2011,P280_73668439105-C7_005_028_proj.tif,1.0,X-ray,4
2012,P280_73668439105-E6_009_036_proj.tif,1.0,X-ray,4
2015,P280_73668439105-E6_005_017_proj.tif,1.0,X-ray,4
2017,P280_73668439105-E5_004_025_proj.tif,1.0,X-ray,4
2018,P280_73668439105-F5_005_004_proj.tif,1.0,X-ray,4
2019,P280_73668439105-F5_003_001_proj.tif,1.0,X-ray,4
2021,P280_73668439105-A7_009_023_proj.tif,1.0,X-ray,4
2023,P280_73668439105-E1_001_022_proj.tif,1.0,X-ray,4
2024,P280_73668439105-E6_004_028_proj.tif,1.0,X-ray,4
2027,P280_73668439105-E5_011_023_proj.tif,1.0,X-ray,4
2028,P280_73668439105-E2_001_004_proj.tif,1.0,X-ray,4
2032,P280_73668439105-E1_001_051_proj.tif,1.0,X-ray,4
2033,P280_73668439105-F5_001_032_proj.tif,1.0,X-ray,4
2034,P280_73668439105-E1_006_035_proj.tif,1.0,X-ray,4
2035,P280_73668439105-E6_023_009_proj.tif,1.0,X-ray,4
2038,P280_73668439105-E5_001_046_proj.tif,1.0,X-ray,4
2039,P280_73668439105-D5_003_024_proj.tif,1.0,X-ray,4
2040,P280_73668439105-E5_005_024_proj.tif,1.0,X-ray,4
2041,P280_73668439105-C7_013_011_proj.tif,1.0,X-ray,4
2042,P280_73668439105-E1_003_053_proj.tif,1.0,X-ray,4
2044,P280_73668439105-E1_007_026_proj.tif,1.0,X-ray,4
2045,P280_73668439105-A7_020_011_proj.tif,1.0,X-ray,4
2046,P280_73668439105-D5_009_036_proj.tif,1.0,X-ray,4
2052,P280_73668439105-C7_005_027_proj.tif,1.0,X-ray,4
2053,P280_73668439105-A7_017_006_proj.tif,1.0,X-ray,4
2055,P280_73668439105-C7_022_006_proj.tif,1.0,X-ray,4
2056,P280_73668439105-A7_016_004_proj.tif,1.0,X-ray,4
2058,P280_73668439105-E2_035_001_proj.tif,1.0,X-ray,4
2059,P280_73668439105-E5_012_034_proj.tif,1.0,X-ray,4
2060,P280_73668439105-C7_021_018_proj.tif,1.0,X-ray,4
2062,P280_73668439105-C7_002_005_proj.tif,1.0,X-ray,4
2063,P280_73668439105-C7_023_007_proj.tif,1.0,X-ray,4
2065,P280_73668439105-A7_001_016_proj.tif,1.0,X-ray,4
2067,P280_73668439105-E6_002_036_proj.tif,1.0,X-ray,4
2068,P280_73668439105-F5_003_003_proj.tif,1.0,X-ray,4
2070,P280_73668439105-E6_001_024_proj.tif,1.0,X-ray,4
2071,P280_73668439105-E1_010_047_proj.tif,1.0,X-ray,4
2072,P280_73668439105-F5_008_017_proj.tif,1.0,X-ray,4
2073,P280_73668439105-E1_005_047_proj.tif,1.0,X-ray,4
2075,P280_73668439105-C7_026_003_proj.tif,1.0,X-ray,4
2076,P280_73668439105-E1_001_053_proj.tif,1.0,X-ray,4
2079,P280_73668439105-F5_004_046_proj.tif,1.0,X-ray,4
2080,P280_73668439105-A7_013_029_proj.tif,1.0,X-ray,4
2087,P280_73668439105-E6_009_035_proj.tif,1.0,X-ray,4
2088,P280_73668439105-C7_024_004_proj.tif,1.0,X-ray,4
2089,P280_73668439105-D5_004_039_proj.tif,1.0,X-ray,4
2090,P280_73668439105-E6_009_019_proj.tif,1.0,X-ray,4
2093,P280_73668439105-E6_013_001_proj.tif,1.0,X-ray,4
2094,P280_73668439105-E6_001_006_proj.tif,1.0,X-ray,4
2096,P280_73668439105-E6_016_001_proj.tif,1.0,X-ray,4
2099,P280_73668439105-E5_002_045_proj.tif,1.0,X-ray,4
2100,P280_73668439105-F5_011_009_proj.tif,1.0,X-ray,4
2104,P280_73668439105-C7_032_004_proj.tif,1.0,X-ray,4
2105,P280_73668439105-E5_001_070_proj.tif,1.0,X-ray,4
2106,P280_73668439105-F5_005_025_proj.tif,1.0,X-ray,4
2107,P280_73668439105-E6_001_021_proj.tif,1.0,X-ray,4
2109,P280_73668439105-F5_005_036_proj.tif,1.0,X-ray,4
2112,P280_73668439105-E2_019_007_proj.tif,1.0,X-ray,4
2114,P280_73668439105-E1_001_050_proj.tif,1.0,X-ray,4
2116,P280_73668439105-E1_001_045_proj.tif,1.0,X-ray,4
2117,P280_73668439105-A7_024_005_proj.tif,1.0,X-ray,4
2118,P280_73668439105-E6_005_026_proj.tif,1.0,X-ray,4
2121,P280_73668439105-D5_011_016_proj.tif,1.0,X-ray,4
2122,P280_73668439105-E5_008_016_proj.tif,1.0,X-ray,4
2125,P280_73668439105-F5_007_010_proj.tif,1.0,X-ray,4
2127,P280_73668439105-A7_006_031_proj.tif,1.0,X-ray,4
2130,P280_73668439105-E5_015_014_proj.tif,1.0,X-ray,4
2132,P280_73668439105-E1_004_061_proj.tif,1.0,X-ray,4
2133,P280_73668439105-E1_001_035_proj.tif,1.0,X-ray,4
2135,P280_73668439105-F5_004_045_proj.tif,1.0,X-ray,4
2136,P280_73668439105-E5_008_004_proj.tif,1.0,X-ray,4
2138,P280_73668439105-E1_008_040_proj.tif,1.0,X-ray,4
2140,P280_73668439105-E1_002_055_proj.tif,1.0,X-ray,4
2141,P280_73668439105-F5_012_017_proj.tif,1.0,X-ray,4
2144,P280_73668439105-E1_019_002_proj.tif,1.0,X-ray,4
2145,P280_73668439105-E1_003_060_proj.tif,1.0,X-ray,4
2146,P280_73668439105-D5_006_027_proj.tif,1.0,X-ray,4
2148,P280_73668439105-D5_003_028_proj.tif,1.0,X-ray,4
2149,P280_73668439105-E1_012_033_proj.tif,1.0,X-ray,4
2150,P280_73668439105-E1_015_017_proj.tif,1.0,X-ray,4
2152,P280_73668439105-C7_009_018_proj.tif,1.0,X-ray,4
2155,P280_73668439105-E2_021_007_proj.tif,1.0,X-ray,4
2156,P280_73668439105-E1_012_031_proj.tif,1.0,X-ray,4
2159,P280_73668439105-C7_032_008_proj.tif,1.0,X-ray,4
2162,P280_73668439105-A7_004_004_proj.tif,1.0,X-ray,4
2163,P280_73668439105-E2_036_004_proj.tif,1.0,X-ray,4
2165,P280_73668439105-E5_006_004_proj.tif,1.0,X-ray,4
2166,P280_73668439105-C7_025_010_proj.tif,1.0,X-ray,4
2167,P280_73668439105-E6_018_022_proj.tif,1.0,X-ray,4
2170,P280_73668439105-E5_014_037_proj.tif,1.0,X-ray,4
2171,P280_73668439105-E5_013_035_proj.tif,1.0,X-ray,4
2172,P280_73668439105-E6_012_035_proj.tif,1.0,X-ray,4
2173,P280_73668439105-E1_002_024_proj.tif,1.0,X-ray,4
2174,P280_73668439105-E1_012_012_proj.tif,1.0,X-ray,4
2176,P280_73668439105-E6_003_044_proj.tif,1.0,X-ray,4
2177,P280_73668439105-D5_010_004_proj.tif,1.0,X-ray,4
2179,P280_73668439105-E5_006_019_proj.tif,1.0,X-ray,4
2185,P280_73668439105-E1_011_020_proj.tif,1.0,X-ray,4
2186,P280_73668439105-E2_016_003_proj.tif,1.0,X-ray,4
2190,P280_73668439105-E5_002_037_proj.tif,1.0,X-ray,4
2191,P280_73668439105-D5_014_008_proj.tif,1.0,X-ray,4
2192,P280_73668439105-A7_009_002_proj.tif,1.0,X-ray,4
2196,P280_73668439105-A7_001_003_proj.tif,1.0,X-ray,4
2198,P280_73668439105-D5_016_015_proj.tif,1.0,X-ray,4
2199,P280_73668439105-C7_002_031_proj.tif,1.0,X-ray,4
2201,P280_73668439105-D5_004_014_proj.tif,1.0,X-ray,4
2202,P280_73668439105-E6_003_005_proj.tif,1.0,X-ray,4
2204,P280_73668439105-E5_011_016_proj.tif,1.0,X-ray,4
2208,P280_73668439105-E1_005_010_proj.tif,1.0,X-ray,4
2210,P280_73668439105-A7_002_002_proj.tif,1.0,X-ray,4
2211,P280_73668439105-C7_033_016_proj.tif,1.0,X-ray,4
2215,P280_73668439105-E2_018_007_proj.tif,1.0,X-ray,4
2219,P280_73668439105-F5_001_023_proj.tif,1.0,X-ray,4
2222,P280_73668439105-E2_017_004_proj.tif,1.0,X-ray,4
2223,P280_73668439105-E1_002_063_proj.tif,1.0,X-ray,4
2224,P280_73668439105-E6_009_025_proj.tif,1.0,X-ray,4
2225,P280_73668439105-E5_007_044_proj.tif,1.0,X-ray,4
2226,P280_73668439105-C7_002_008_proj.tif,1.0,X-ray,4
2227,P280_73668439105-E6_022_012_proj.tif,1.0,X-ray,4
2228,P280_73668439105-E1_011_034_proj.tif,1.0,X-ray,4
2229,P280_73668439105-E1_001_033_proj.tif,1.0,X-ray,4
2231,P280_73668439105-E1_007_010_proj.tif,1.0,X-ray,4
2232,P280_73668439105-E6_015_018_proj.tif,1.0,X-ray,4
2238,P280_73668439105-F5_015_017_proj.tif,1.0,X-ray,4
2239,P280_73668439105-E5_005_023_proj.tif,1.0,X-ray,4
2243,P280_73668439105-A7_005_030_proj.tif,1.0,X-ray,4
2248,P280_73668439105-E5_003_035_proj.tif,1.0,X-ray,4
2249,P280_73668439105-E6_006_020_proj.tif,1.0,X-ray,4
2250,P280_73668439105-F5_005_041_proj.tif,1.0,X-ray,4
2252,P280_73668439105-D5_004_041_proj.tif,1.0,X-ray,4
2253,P280_73668439105-E1_004_042_proj.tif,1.0,X-ray,4
2256,P280_73668439105-A7_005_007_proj.tif,1.0,X-ray,4
2259,P280_73668439105-D5_004_003_proj.tif,1.0,X-ray,4
2262,P280_73668439105-E1_001_048_proj.tif,1.0,X-ray,4
2264,P280_73668439105-E1_004_020_proj.tif,1.0,X-ray,4
2266,P280_73668439105-E5_004_019_proj.tif,1.0,X-ray,4
2267,P280_73668439105-E6_008_029_proj.tif,1.0,X-ray,4
2268,P280_73668439105-F5_001_012_proj.tif,1.0,X-ray,4
2269,P280_73668439105-E2_012_011_proj.tif,1.0,X-ray,4
2270,P280_73668439105-D5_015_003_proj.tif,1.0,X-ray,4
2272,P280_73668439105-E1_004_051_proj.tif,1.0,X-ray,4
2273,P280_73668439105-D5_003_032_proj.tif,1.0,X-ray,4
2274,P280_73668439105-E5_010_005_proj.tif,1.0,X-ray,4
2275,P280_73668439105-E2_006_015_proj.tif,1.0,X-ray,4
2276,P280_73668439105-E6_012_032_proj.tif,1.0,X-ray,4
2277,P280_73668439105-E1_019_001_proj.tif,1.0,X-ray,4
2282,P280_73668439105-A7_004_036_proj.tif,1.0,X-ray,4
2283,P280_73668439105-C7_010_012_proj.tif,1.0,X-ray,4
2284,P280_73668439105-E5_006_018_proj.tif,1.0,X-ray,4
2285,P280_73668439105-E6_024_008_proj.tif,1.0,X-ray,4
2286,P280_73668439105-E5_006_024_proj.tif,1.0,X-ray,4
2289,P280_73668439105-E5_011_032_proj.tif,1.0,X-ray,4
2293,P280_73668439105-A7_019_020_proj.tif,1.0,X-ray,4
2295,P280_73668439105-E2_009_005_proj.tif,1.0,X-ray,4
2297,P280_73668439105-E5_001_050_proj.tif,1.0,X-ray,4
2298,P280_73668439105-F5_001_039_proj.tif,1.0,X-ray,4
2299,P280_73668439105-E6_018_024_proj.tif,1.0,X-ray,4
2301,P280_73668439105-C7_014_017_proj.tif,1.0,X-ray,4
2303,P280_73668439105-E6_002_013_proj.tif,1.0,X-ray,4
2305,P280_73668439105-F5_008_042_proj.tif,1.0,X-ray,4
2306,P280_73668439105-E1_002_042_proj.tif,1.0,X-ray,4
2307,P280_73668439105-E2_007_003_proj.tif,1.0,X-ray,4
2309,P280_73668439105-E6_003_008_proj.tif,1.0,X-ray,4
2310,P280_73668439105-F5_008_032_proj.tif,1.0,X-ray,4
2314,P280_73668439105-E5_012_017_proj.tif,1.0,X-ray,4
2316,P280_73668439105-E6_018_013_proj.tif,1.0,X-ray,4
2317,P280_73668439105-E2_027_006_proj.tif,1.0,X-ray,4
2319,P280_73668439105-E6_016_019_proj.tif,1.0,X-ray,4
2321,P280_73668439105-D5_002_044_proj.tif,1.0,X-ray,4
2324,P280_73668439105-D5_013_009_proj.tif,1.0,X-ray,4
2325,P280_73668439105-E6_001_028_proj.tif,1.0,X-ray,4
2326,P280_73668439105-E5_008_023_proj.tif,1.0,X-ray,4
2332,P280_73668439105-A7_002_034_proj.tif,1.0,X-ray,4
2333,P280_73668439105-E6_015_014_proj.tif,1.0,X-ray,4
2337,P280_73668439105-A7_019_022_proj.tif,1.0,X-ray,4
2338,P280_73668439105-A7_014_003_proj.tif,1.0,X-ray,4
2339,P280_73668439105-C7_004_004_proj.tif,1.0,X-ray,4
2340,P280_73668439105-F5_001_022_proj.tif,1.0,X-ray,4
2343,P280_73668439105-A7_024_016_proj.tif,1.0,X-ray,4
2345,P280_73668439105-D5_004_017_proj.tif,1.0,X-ray,4
2347,P280_73668439105-C7_017_007_proj.tif,1.0,X-ray,4
2348,P280_73668439105-E6_002_007_proj.tif,1.0,X-ray,4
2349,P280_73668439105-F5_005_011_proj.tif,1.0,X-ray,4
2350,P280_73668439105-D5_012_015_proj.tif,1.0,X-ray,4
2351,P280_73668439105-E5_012_007_proj.tif,1.0,X-ray,4
2352,P280_73668439105-E1_004_047_proj.tif,1.0,X-ray,4
2362,P280_73668439105-E6_021_013_proj.tif,1.0,X-ray,4
2363,P280_73668439105-A7_020_008_proj.tif,1.0,X-ray,4
2365,P280_73668439105-F5_010_036_proj.tif,1.0,X-ray,4
2366,P280_73668439105-D5_006_014_proj.tif,1.0,X-ray,4
2367,P280_73668439105-E6_015_004_proj.tif,1.0,X-ray,4
2369,P280_73668439105-E6_001_026_proj.tif,1.0,X-ray,4
2372,P280_73668439105-D5_008_017_proj.tif,1.0,X-ray,4
2374,P280_73668439105-D5_006_041_proj.tif,1.0,X-ray,4
2375,P280_73668439105-C7_008_017_proj.tif,1.0,X-ray,4
2379,P280_73668439105-D5_003_010_proj.tif,1.0,X-ray,4
2380,P280_73668439105-E1_009_020_proj.tif,1.0,X-ray,4
2381,P280_73668439105-F5_015_021_proj.tif,1.0,X-ray,4
2382,P280_73668439105-D5_001_014_proj.tif,1.0,X-ray,4
2383,P280_73668439105-E5_014_018_proj.tif,1.0,X-ray,4
2384,P280_73668439105-E6_021_015_proj.tif,1.0,X-ray,4
2390,P280_73668439105-E1_009_050_proj.tif,1.0,X-ray,4
2391,P280_73668439105-E1_003_057_proj.tif,1.0,X-ray,4
2393,P280_73668439105-E1_011_024_proj.tif,1.0,X-ray,4
2396,P280_73668439105-F5_006_045_proj.tif,1.0,X-ray,4
2398,P280_73668439105-C7_004_016_proj.tif,1.0,X-ray,4
2399,P280_73668439105-E1_004_046_proj.tif,1.0,X-ray,4
2402,P280_73668439105-F5_001_003_proj.tif,1.0,X-ray,4
2403,P280_73668439105-E6_010_002_proj.tif,1.0,X-ray,4
2404,P280_73668439105-E5_005_043_proj.tif,1.0,X-ray,4
2405,P280_73668439105-F5_013_015_proj.tif,1.0,X-ray,4
2409,P280_73668439105-E1_001_064_proj.tif,1.0,X-ray,4
2412,P280_73668439105-E6_020_015_proj.tif,1.0,X-ray,4
2413,P280_73668439105-E6_007_034_proj.tif,1.0,X-ray,4
2414,P280_73668439105-D5_001_036_proj.tif,1.0,X-ray,4
2415,P280_73668439105-C7_001_014_proj.tif,1.0,X-ray,4
2417,P280_73668439105-E5_006_035_proj.tif,1.0,X-ray,4
2418,P280_73668439105-E6_001_040_proj.tif,1.0,X-ray,4
2420,P280_73668439105-E2_023_004_proj.tif,1.0,X-ray,4
2424,P280_73668439105-C7_027_016_proj.tif,1.0,X-ray,4
2425,P280_73668439105-D5_007_003_proj.tif,1.0,X-ray,4
2426,P280_73668439105-E1_006_025_proj.tif,1.0,X-ray,4
2427,P280_73668439105-E5_009_034_proj.tif,1.0,X-ray,4
2429,P280_73668439105-E1_010_024_proj.tif,1.0,X-ray,4
2430,P280_73668439105-A7_008_018_proj.tif,1.0,X-ray,4
2431,P280_73668439105-F5_010_028_proj.tif,1.0,X-ray,4
2432,P280_73668439105-E6_009_030_proj.tif,1.0,X-ray,4
2433,P280_73668439105-C7_033_003_proj.tif,1.0,X-ray,4
2435,P280_73668439105-C7_018_005_proj.tif,1.0,X-ray,4
2436,P280_73668439105-C7_034_003_proj.tif,1.0,X-ray,4
2437,P280_73668439105-F5_013_031_proj.tif,1.0,X-ray,4
2438,P280_73668439105-E2_003_005_proj.tif,1.0,X-ray,4
2439,P280_73668439105-E6_006_006_proj.tif,1.0,X-ray,4
2440,P280_73668439105-E2_001_018_proj.tif,1.0,X-ray,4
2442,P280_73668439105-E1_011_025_proj.tif,1.0,X-ray,4
2443,P280_73668439105-E6_007_011_proj.tif,1.0,X-ray,4
2445,P280_73668439105-F5_002_039_proj.tif,1.0,X-ray,4
2446,P280_73668439105-E6_017_019_proj.tif,1.0,X-ray,4
2447,P280_73668439105-C7_004_001_proj.tif,1.0,X-ray,4
2448,P280_73668439105-D5_002_012_proj.tif,1.0,X-ray,4
2450,P280_73668439105-F5_003_024_proj.tif,1.0,X-ray,4
2452,P280_73668439105-E6_010_012_proj.tif,1.0,X-ray,4
2455,P280_73668439105-C7_016_003_proj.tif,1.0,X-ray,4
2460,P280_73668439105-C7_003_004_proj.tif,1.0,X-ray,4
2463,P280_73668439105-E6_004_006_proj.tif,1.0,X-ray,4
2464,P280_73668439105-E2_003_011_proj.tif,1.0,X-ray,4
2466,P280_73668439105-E2_019_006_proj.tif,1.0,X-ray,4
2467,P280_73668439105-C7_018_010_proj.tif,1.0,X-ray,4
2469,P280_73668439105-F5_015_005_proj.tif,1.0,X-ray,4
2470,P280_73668439105-C7_021_017_proj.tif,1.0,X-ray,4
2472,P280_73668439105-A7_011_008_proj.tif,1.0,X-ray,4
2473,P280_73668439105-E6_002_004_proj.tif,1.0,X-ray,4
2475,P280_73668439105-A7_015_021_proj.tif,1.0,X-ray,4
2476,P280_73668439105-E1_008_032_proj.tif,1.0,X-ray,4
2477,P280_73668439105-C7_012_010_proj.tif,1.0,X-ray,4
2481,P280_73668439105-E2_026_003_proj.tif,1.0,X-ray,4
2483,P280_73668439105-E2_001_016_proj.tif,1.0,X-ray,4
2486,P280_73668439105-A7_005_025_proj.tif,1.0,X-ray,4
2489,P280_73668439105-D5_014_027_proj.tif,1.0,X-ray,4
2492,P280_73668439105-F5_012_034_proj.tif,1.0,X-ray,4
2497,P280_73668439105-D5_007_032_proj.tif,1.0,X-ray,4
2501,P280_73668439105-E1_009_017_proj.tif,1.0,X-ray,4
2502,P280_73668439105-A7_022_003_proj.tif,1.0,X-ray,4
2505,P280_73668439105-E6_016_022_proj.tif,1.0,X-ray,4
2506,P280_73668439105-C7_001_008_proj.tif,1.0,X-ray,4
2509,P280_73668439105-E1_003_019_proj.tif,1.0,X-ray,4
2510,P280_73668439105-C7_013_018_proj.tif,1.0,X-ray,4
2512,P280_73668439105-E6_002_003_proj.tif,1.0,X-ray,4
2519,P280_73668439105-E1_017_013_proj.tif,1.0,X-ray,4
2520,P280_73668439105-C7_026_013_proj.tif,1.0,X-ray,4
2522,P280_73668439105-E6_014_028_proj.tif,1.0,X-ray,4
2523,P280_73668439105-E6_007_040_proj.tif,1.0,X-ray,4
2529,P280_73668439105-F5_010_030_proj.tif,1.0,X-ray,4
2530,P280_73668439105-E2_022_002_proj.tif,1.0,X-ray,4
2533,P280_73668439105-E6_005_030_proj.tif,1.0,X-ray,4
2534,P280_73668439105-E2_003_006_proj.tif,1.0,X-ray,4
2535,P280_73668439105-E5_006_006_proj.tif,1.0,X-ray,4
2536,P280_73668439105-E5_008_012_proj.tif,1.0,X-ray,4
2538,P280_73668439105-A7_006_013_proj.tif,1.0,X-ray,4
2544,P280_73668439105-F5_007_018_proj.tif,1.0,X-ray,4
2548,P280_73668439105-D5_004_032_proj.tif,1.0,X-ray,4
2549,P280_73668439105-E1_011_017_proj.tif,1.0,X-ray,4
2551,P280_73668439105-E5_006_049_proj.tif,1.0,X-ray,4
2552,P280_73668439105-E1_012_002_proj.tif,1.0,X-ray,4
2553,P280_73668439105-D5_009_028_proj.tif,1.0,X-ray,4
2559,P280_73668439105-C7_010_020_proj.tif,1.0,X-ray,4
2560,P280_73668439105-A7_018_011_proj.tif,1.0,X-ray,4
