,filename,dose_Gy,particle_type,hr_post_exposure
1762,P242_73665006707-A8_018_018_proj.tif,0.82,Fe,4
1763,P242_73665006707-C8_020_005_proj.tif,0.82,Fe,4
1765,P242_73665006707-C7_001_028_proj.tif,0.82,Fe,4
1766,P242_73665006707-A8_010_006_proj.tif,0.82,Fe,4
1767,P242_73665006707-A6_005_028_proj.tif,0.82,Fe,4
1769,P242_73665006707-C7_014_002_proj.tif,0.82,Fe,4
1773,P242_73665006707-E4_014_004_proj.tif,0.82,Fe,4
1775,P242_73665006707-A6_013_018_proj.tif,0.82,Fe,4
1776,P242_73665006707-C8_006_019_proj.tif,0.82,Fe,4
1777,P242_73665006707-C7_021_004_proj.tif,0.82,Fe,4
1778,P242_73665006707-A8_033_003_proj.tif,0.82,Fe,4
1781,P242_73665006707-G4_008_002_proj.tif,0.82,Fe,4
1784,P242_73665006707-A8_022_014_proj.tif,0.82,Fe,4
1785,P242_73665006707-E4_002_027_proj.tif,0.82,Fe,4
1786,P242_73665006707-C8_003_014_proj.tif,0.82,Fe,4
1788,P242_73665006707-G4_005_046_proj.tif,0.82,Fe,4
1790,P242_73665006707-E4_006_009_proj.tif,0.82,Fe,4
1792,P242_73665006707-A6_016_016_proj.tif,0.82,Fe,4
1800,P242_73665006707-A6_007_026_proj.tif,0.82,Fe,4
1802,P242_73665006707-A8_015_012_proj.tif,0.82,Fe,4
1804,P242_73665006707-E4_018_024_proj.tif,0.82,Fe,4
1805,P242_73665006707-A6_023_010_proj.tif,0.82,Fe,4
1806,P242_73665006707-G4_001_012_proj.tif,0.82,Fe,4
1808,P242_73665006707-C7_011_021_proj.tif,0.82,Fe,4
1815,P242_73665006707-G4_006_028_proj.tif,0.82,Fe,4
1817,P242_73665006707-C6_028_001_proj.tif,0.82,Fe,4
1818,P242_73665006707-A6_004_025_proj.tif,0.82,Fe,4
1819,P242_73665006707-G4_008_008_proj.tif,0.82,Fe,4
1820,P242_73665006707-G3_012_018_proj.tif,0.82,Fe,4
1821,P242_73665006707-C7_003_020_proj.tif,0.82,Fe,4
1826,P242_73665006707-G4_016_022_proj.tif,0.82,Fe,4
1829,P242_73665006707-A8_014_015_proj.tif,0.82,Fe,4
1830,P242_73665006707-C7_010_002_proj.tif,0.82,Fe,4
1831,P242_73665006707-C8_013_023_proj.tif,0.82,Fe,4
1832,P242_73665006707-A6_014_032_proj.tif,0.82,Fe,4
1834,P242_73665006707-C8_018_024_proj.tif,0.82,Fe,4
1836,P242_73665006707-C7_014_005_proj.tif,0.82,Fe,4
1837,P242_73665006707-G3_012_021_proj.tif,0.82,Fe,4
1839,P242_73665006707-C7_022_001_proj.tif,0.82,Fe,4
1841,P242_73665006707-E4_005_010_proj.tif,0.82,Fe,4
1842,P242_73665006707-G4_010_005_proj.tif,0.82,Fe,4
1843,P242_73665006707-C8_026_016_proj.tif,0.82,Fe,4
1847,P242_73665006707-C8_004_010_proj.tif,0.82,Fe,4
1849,P242_73665006707-G4_010_033_proj.tif,0.82,Fe,4
1852,P242_73665006707-A6_016_022_proj.tif,0.82,Fe,4
1854,P242_73665006707-C7_031_001_proj.tif,0.82,Fe,4
1855,P242_73665006707-E4_011_029_proj.tif,0.82,Fe,4
1857,P242_73665006707-G4_002_004_proj.tif,0.82,Fe,4
1858,P242_73665006707-E4_003_016_proj.tif,0.82,Fe,4
1859,P242_73665006707-E4_013_025_proj.tif,0.82,Fe,4
1864,P242_73665006707-G3_002_010_proj.tif,0.82,Fe,4
1866,P242_73665006707-C7_005_017_proj.tif,0.82,Fe,4
1867,P242_73665006707-G3_006_017_proj.tif,0.82,Fe,4
1868,P242_73665006707-A8_011_015_proj.tif,0.82,Fe,4
1869,P242_73665006707-C8_009_020_proj.tif,0.82,Fe,4
1870,P242_73665006707-C7_006_003_proj.tif,0.82,Fe,4
1871,P242_73665006707-E4_009_015_proj.tif,0.82,Fe,4
1873,P242_73665006707-A6_020_010_proj.tif,0.82,Fe,4
1874,P242_73665006707-C6_011_011_proj.tif,0.82,Fe,4
1877,P242_73665006707-G4_011_016_proj.tif,0.82,Fe,4
1878,P242_73665006707-A8_030_007_proj.tif,0.82,Fe,4
1879,P242_73665006707-G4_012_003_proj.tif,0.82,Fe,4
1881,P242_73665006707-A8_007_006_proj.tif,0.82,Fe,4
1890,P242_73665006707-A6_019_021_proj.tif,0.82,Fe,4
1891,P242_73665006707-G4_004_040_proj.tif,0.82,Fe,4
1892,P242_73665006707-C8_007_003_proj.tif,0.82,Fe,4
1895,P242_73665006707-C8_002_040_proj.tif,0.82,Fe,4
1901,P242_73665006707-E4_015_015_proj.tif,0.82,Fe,4
1904,P242_73665006707-C6_003_007_proj.tif,0.82,Fe,4
1910,P242_73665006707-C7_007_031_proj.tif,0.82,Fe,4
1912,P242_73665006707-C8_007_022_proj.tif,0.82,Fe,4
1913,P242_73665006707-E4_008_001_proj.tif,0.82,Fe,4
1916,P242_73665006707-C6_002_002_proj.tif,0.82,Fe,4
1919,P242_73665006707-A8_006_014_proj.tif,0.82,Fe,4
1922,P242_73665006707-G4_002_020_proj.tif,0.82,Fe,4
1924,P242_73665006707-E4_007_026_proj.tif,0.82,Fe,4
1925,P242_73665006707-C8_004_008_proj.tif,0.82,Fe,4
1926,P242_73665006707-E4_003_005_proj.tif,0.82,Fe,4
1929,P242_73665006707-C8_009_007_proj.tif,0.82,Fe,4
1931,P242_73665006707-G3_008_029_proj.tif,0.82,Fe,4
1932,P242_73665006707-A8_004_018_proj.tif,0.82,Fe,4
1938,P242_73665006707-G4_003_030_proj.tif,0.82,Fe,4
1940,P242_73665006707-C7_022_012_proj.tif,0.82,Fe,4
1942,P242_73665006707-A6_001_005_proj.tif,0.82,Fe,4
1945,P242_73665006707-G3_015_024_proj.tif,0.82,Fe,4
1946,P242_73665006707-C7_026_002_proj.tif,0.82,Fe,4
1949,P242_73665006707-C6_023_001_proj.tif,0.82,Fe,4
1950,P242_73665006707-G4_004_038_proj.tif,0.82,Fe,4
1955,P242_73665006707-A6_002_041_proj.tif,0.82,Fe,4
1956,P242_73665006707-A8_029_009_proj.tif,0.82,Fe,4
1957,P242_73665006707-E4_004_006_proj.tif,0.82,Fe,4
1960,P242_73665006707-A8_028_010_proj.tif,0.82,Fe,4
1962,P242_73665006707-A6_005_033_proj.tif,0.82,Fe,4
1963,P242_73665006707-A6_003_033_proj.tif,0.82,Fe,4
1965,P242_73665006707-C8_029_007_proj.tif,0.82,Fe,4
1972,P242_73665006707-A8_035_011_proj.tif,0.82,Fe,4
1973,P242_73665006707-A8_011_005_proj.tif,0.82,Fe,4
1976,P242_73665006707-A6_013_023_proj.tif,0.82,Fe,4
1978,P242_73665006707-C7_001_018_proj.tif,0.82,Fe,4
1979,P242_73665006707-C8_011_023_proj.tif,0.82,Fe,4
1980,P242_73665006707-G3_012_016_proj.tif,0.82,Fe,4
1981,P242_73665006707-C8_022_012_proj.tif,0.82,Fe,4
1982,P242_73665006707-C6_016_009_proj.tif,0.82,Fe,4
1983,P242_73665006707-G4_008_034_proj.tif,0.82,Fe,4
1984,P242_73665006707-C8_033_002_proj.tif,0.82,Fe,4
1985,P242_73665006707-A8_038_004_proj.tif,0.82,Fe,4
1988,P242_73665006707-C7_018_003_proj.tif,0.82,Fe,4
1989,P242_73665006707-G3_006_004_proj.tif,0.82,Fe,4
1992,P242_73665006707-A8_003_014_proj.tif,0.82,Fe,4
1993,P242_73665006707-A8_036_002_proj.tif,0.82,Fe,4
1996,P242_73665006707-G4_007_041_proj.tif,0.82,Fe,4
2002,P242_73665006707-G4_009_021_proj.tif,0.82,Fe,4
2005,P242_73665006707-C6_016_006_proj.tif,0.82,Fe,4
2008,P242_73665006707-C8_023_006_proj.tif,0.82,Fe,4
2013,P242_73665006707-E4_002_049_proj.tif,0.82,Fe,4
2014,P242_73665006707-A6_020_009_proj.tif,0.82,Fe,4
2016,P242_73665006707-A6_003_007_proj.tif,0.82,Fe,4
2020,P242_73665006707-C6_007_001_proj.tif,0.82,Fe,4
2022,P242_73665006707-C8_034_001_proj.tif,0.82,Fe,4
2025,P242_73665006707-E4_009_022_proj.tif,0.82,Fe,4
2026,P242_73665006707-E4_014_011_proj.tif,0.82,Fe,4
2029,P242_73665006707-G3_004_009_proj.tif,0.82,Fe,4
2030,P242_73665006707-C8_023_020_proj.tif,0.82,Fe,4
2031,P242_73665006707-G3_012_036_proj.tif,0.82,Fe,4
2036,P242_73665006707-E4_006_039_proj.tif,0.82,Fe,4
2037,P242_73665006707-A6_001_004_proj.tif,0.82,Fe,4
2043,P242_73665006707-C8_021_017_proj.tif,0.82,Fe,4
2047,P242_73665006707-A6_004_032_proj.tif,0.82,Fe,4
2048,P242_73665006707-C7_029_006_proj.tif,0.82,Fe,4
2049,P242_73665006707-G4_009_028_proj.tif,0.82,Fe,4
2050,P242_73665006707-G3_018_018_proj.tif,0.82,Fe,4
2051,P242_73665006707-C7_017_007_proj.tif,0.82,Fe,4
2054,P242_73665006707-C7_011_020_proj.tif,0.82,Fe,4
2057,P242_73665006707-A8_015_001_proj.tif,0.82,Fe,4
2061,P242_73665006707-A6_006_027_proj.tif,0.82,Fe,4
2064,P242_73665006707-E4_020_012_proj.tif,0.82,Fe,4
2066,P242_73665006707-G4_010_024_proj.tif,0.82,Fe,4
2069,P242_73665006707-G3_003_003_proj.tif,0.82,Fe,4
2074,P242_73665006707-A6_016_005_proj.tif,0.82,Fe,4
2077,P242_73665006707-A8_011_013_proj.tif,0.82,Fe,4
2078,P242_73665006707-G4_009_003_proj.tif,0.82,Fe,4
2081,P242_73665006707-C7_021_011_proj.tif,0.82,Fe,4
2082,P242_73665006707-C7_023_003_proj.tif,0.82,Fe,4
2083,P242_73665006707-C6_006_006_proj.tif,0.82,Fe,4
2084,P242_73665006707-A6_010_032_proj.tif,0.82,Fe,4
2085,P242_73665006707-C7_031_004_proj.tif,0.82,Fe,4
2086,P242_73665006707-E4_022_015_proj.tif,0.82,Fe,4
2091,P242_73665006707-A8_027_005_proj.tif,0.82,Fe,4
2092,P242_73665006707-A8_011_017_proj.tif,0.82,Fe,4
2095,P242_73665006707-G4_002_035_proj.tif,0.82,Fe,4
2097,P242_73665006707-A8_030_010_proj.tif,0.82,Fe,4
2098,P242_73665006707-G4_003_013_proj.tif,0.82,Fe,4
2101,P242_73665006707-G4_004_015_proj.tif,0.82,Fe,4
2102,P242_73665006707-A6_003_012_proj.tif,0.82,Fe,4
2103,P242_73665006707-G4_005_003_proj.tif,0.82,Fe,4
2108,P242_73665006707-C7_013_024_proj.tif,0.82,Fe,4
2110,P242_73665006707-C8_004_029_proj.tif,0.82,Fe,4
2111,P242_73665006707-C8_025_007_proj.tif,0.82,Fe,4
2113,P242_73665006707-E4_008_019_proj.tif,0.82,Fe,4
2115,P242_73665006707-A6_005_026_proj.tif,0.82,Fe,4
2119,P242_73665006707-G4_007_010_proj.tif,0.82,Fe,4
2120,P242_73665006707-C7_015_016_proj.tif,0.82,Fe,4
2123,P242_73665006707-G3_003_037_proj.tif,0.82,Fe,4
2124,P242_73665006707-E4_001_013_proj.tif,0.82,Fe,4
2126,P242_73665006707-C7_011_026_proj.tif,0.82,Fe,4
2128,P242_73665006707-A6_008_036_proj.tif,0.82,Fe,4
2129,P242_73665006707-C8_003_033_proj.tif,0.82,Fe,4
2131,P242_73665006707-C8_025_005_proj.tif,0.82,Fe,4
2134,P242_73665006707-C8_003_028_proj.tif,0.82,Fe,4
2137,P242_73665006707-A6_008_020_proj.tif,0.82,Fe,4
2139,P242_73665006707-C6_005_016_proj.tif,0.82,Fe,4
2142,P242_73665006707-A8_009_013_proj.tif,0.82,Fe,4
2143,P242_73665006707-C7_021_003_proj.tif,0.82,Fe,4
2147,P242_73665006707-C7_006_013_proj.tif,0.82,Fe,4
2151,P242_73665006707-E4_001_053_proj.tif,0.82,Fe,4
2153,P242_73665006707-G4_009_037_proj.tif,0.82,Fe,4
2154,P242_73665006707-A8_002_013_proj.tif,0.82,Fe,4
2157,P242_73665006707-A8_012_009_proj.tif,0.82,Fe,4
2158,P242_73665006707-C8_016_018_proj.tif,0.82,Fe,4
2160,P242_73665006707-C8_024_012_proj.tif,0.82,Fe,4
2161,P242_73665006707-C7_006_001_proj.tif,0.82,Fe,4
2164,P242_73665006707-C7_013_008_proj.tif,0.82,Fe,4
2168,P242_73665006707-G3_001_053_proj.tif,0.82,Fe,4
2169,P242_73665006707-G4_016_012_proj.tif,0.82,Fe,4
2175,P242_73665006707-E4_002_006_proj.tif,0.82,Fe,4
2178,P242_73665006707-C7_008_012_proj.tif,0.82,Fe,4
2180,P242_73665006707-A8_014_008_proj.tif,0.82,Fe,4
2181,P242_73665006707-E4_009_030_proj.tif,0.82,Fe,4
2182,P242_73665006707-G3_003_013_proj.tif,0.82,Fe,4
2183,P242_73665006707-G4_009_002_proj.tif,0.82,Fe,4
2184,P242_73665006707-C7_001_035_proj.tif,0.82,Fe,4
2187,P242_73665006707-C7_010_004_proj.tif,0.82,Fe,4
2188,P242_73665006707-G3_006_013_proj.tif,0.82,Fe,4
2189,P242_73665006707-G3_007_027_proj.tif,0.82,Fe,4
2193,P242_73665006707-C8_015_023_proj.tif,0.82,Fe,4
2194,P242_73665006707-G3_004_037_proj.tif,0.82,Fe,4
2195,P242_73665006707-E4_002_042_proj.tif,0.82,Fe,4
2197,P242_73665006707-A8_016_007_proj.tif,0.82,Fe,4
2200,P242_73665006707-C8_019_004_proj.tif,0.82,Fe,4
2203,P242_73665006707-A6_010_019_proj.tif,0.82,Fe,4
2205,P242_73665006707-E4_002_019_proj.tif,0.82,Fe,4
2206,P242_73665006707-G4_004_024_proj.tif,0.82,Fe,4
2207,P242_73665006707-A6_001_037_proj.tif,0.82,Fe,4
2209,P242_73665006707-C7_008_010_proj.tif,0.82,Fe,4
2212,P242_73665006707-C8_019_013_proj.tif,0.82,Fe,4
2213,P242_73665006707-C6_031_004_proj.tif,0.82,Fe,4
2214,P242_73665006707-C8_021_007_proj.tif,0.82,Fe,4
2216,P242_73665006707-C8_012_021_proj.tif,0.82,Fe,4
2217,P242_73665006707-G3_007_015_proj.tif,0.82,Fe,4
2218,P242_73665006707-G4_005_014_proj.tif,0.82,Fe,4
2220,P242_73665006707-E4_001_052_proj.tif,0.82,Fe,4
2221,P242_73665006707-E4_005_039_proj.tif,0.82,Fe,4
2230,P242_73665006707-E4_007_016_proj.tif,0.82,Fe,4
2233,P242_73665006707-G3_005_033_proj.tif,0.82,Fe,4
2234,P242_73665006707-G3_010_022_proj.tif,0.82,Fe,4
2235,P242_73665006707-G4_006_008_proj.tif,0.82,Fe,4
2236,P242_73665006707-C7_019_010_proj.tif,0.82,Fe,4
2237,P242_73665006707-A6_001_007_proj.tif,0.82,Fe,4
2240,P242_73665006707-G3_001_052_proj.tif,0.82,Fe,4
2241,P242_73665006707-C6_039_001_proj.tif,0.82,Fe,4
2242,P242_73665006707-G4_009_033_proj.tif,0.82,Fe,4
2244,P242_73665006707-C7_008_027_proj.tif,0.82,Fe,4
2245,P242_73665006707-G3_005_024_proj.tif,0.82,Fe,4
2246,P242_73665006707-C7_010_022_proj.tif,0.82,Fe,4
2247,P242_73665006707-E4_010_016_proj.tif,0.82,Fe,4
2251,P242_73665006707-E4_006_003_proj.tif,0.82,Fe,4
2254,P242_73665006707-E4_007_003_proj.tif,0.82,Fe,4
2255,P242_73665006707-A6_010_018_proj.tif,0.82,Fe,4
2257,P242_73665006707-G4_004_042_proj.tif,0.82,Fe,4
2258,P242_73665006707-G3_007_014_proj.tif,0.82,Fe,4
2260,P242_73665006707-E4_011_022_proj.tif,0.82,Fe,4
2261,P242_73665006707-C8_022_007_proj.tif,0.82,Fe,4
2263,P242_73665006707-C8_004_003_proj.tif,0.82,Fe,4
2265,P242_73665006707-C8_024_018_proj.tif,0.82,Fe,4
2271,P242_73665006707-C6_035_008_proj.tif,0.82,Fe,4
2278,P242_73665006707-G3_009_029_proj.tif,0.82,Fe,4
2279,P242_73665006707-C8_009_019_proj.tif,0.82,Fe,4
2280,P242_73665006707-E4_001_049_proj.tif,0.82,Fe,4
2281,P242_73665006707-G4_008_011_proj.tif,0.82,Fe,4
2287,P242_73665006707-C6_027_004_proj.tif,0.82,Fe,4
2288,P242_73665006707-G3_002_007_proj.tif,0.82,Fe,4
2290,P242_73665006707-A6_005_019_proj.tif,0.82,Fe,4
2291,P242_73665006707-C7_018_001_proj.tif,0.82,Fe,4
2292,P242_73665006707-C8_006_025_proj.tif,0.82,Fe,4
2294,P242_73665006707-C7_001_045_proj.tif,0.82,Fe,4
2296,P242_73665006707-E4_004_040_proj.tif,0.82,Fe,4
2300,P242_73665006707-C6_001_022_proj.tif,0.82,Fe,4
2302,P242_73665006707-G4_011_038_proj.tif,0.82,Fe,4
2304,P242_73665006707-C7_011_018_proj.tif,0.82,Fe,4
2308,P242_73665006707-C8_014_028_proj.tif,0.82,Fe,4
2311,P242_73665006707-E4_008_022_proj.tif,0.82,Fe,4
2312,P242_73665006707-G4_016_014_proj.tif,0.82,Fe,4
2313,P242_73665006707-A8_003_009_proj.tif,0.82,Fe,4
2315,P242_73665006707-G4_005_043_proj.tif,0.82,Fe,4
2318,P242_73665006707-C8_019_009_proj.tif,0.82,Fe,4
2320,P242_73665006707-G4_003_021_proj.tif,0.82,Fe,4
2322,P242_73665006707-G3_014_027_proj.tif,0.82,Fe,4
2323,P242_73665006707-E4_024_005_proj.tif,0.82,Fe,4
2327,P242_73665006707-G4_002_024_proj.tif,0.82,Fe,4
2328,P242_73665006707-C8_009_017_proj.tif,0.82,Fe,4
2329,P242_73665006707-E4_005_044_proj.tif,0.82,Fe,4
2330,P242_73665006707-C8_026_018_proj.tif,0.82,Fe,4
2331,P242_73665006707-C8_022_017_proj.tif,0.82,Fe,4
2334,P242_73665006707-A6_012_017_proj.tif,0.82,Fe,4
2335,P242_73665006707-G4_001_007_proj.tif,0.82,Fe,4
2336,P242_73665006707-C7_006_031_proj.tif,0.82,Fe,4
2341,P242_73665006707-G4_005_007_proj.tif,0.82,Fe,4
2342,P242_73665006707-C7_001_011_proj.tif,0.82,Fe,4
2344,P242_73665006707-E4_004_026_proj.tif,0.82,Fe,4
2346,P242_73665006707-G3_006_021_proj.tif,0.82,Fe,4
2353,P242_73665006707-A6_018_016_proj.tif,0.82,Fe,4
2354,P242_73665006707-G3_004_025_proj.tif,0.82,Fe,4
2355,P242_73665006707-A6_001_041_proj.tif,0.82,Fe,4
2356,P242_73665006707-C8_025_015_proj.tif,0.82,Fe,4
2357,P242_73665006707-A6_011_037_proj.tif,0.82,Fe,4
2358,P242_73665006707-E4_002_037_proj.tif,0.82,Fe,4
2359,P242_73665006707-C7_021_005_proj.tif,0.82,Fe,4
2360,P242_73665006707-C8_006_023_proj.tif,0.82,Fe,4
2361,P242_73665006707-E4_014_021_proj.tif,0.82,Fe,4
2364,P242_73665006707-E4_001_056_proj.tif,0.82,Fe,4
2368,P242_73665006707-C8_002_018_proj.tif,0.82,Fe,4
2370,P242_73665006707-G3_005_002_proj.tif,0.82,Fe,4
2371,P242_73665006707-E4_018_017_proj.tif,0.82,Fe,4
2373,P242_73665006707-A8_003_003_proj.tif,0.82,Fe,4
2376,P242_73665006707-A8_031_013_proj.tif,0.82,Fe,4
2377,P242_73665006707-E4_007_029_proj.tif,0.82,Fe,4
2378,P242_73665006707-G3_009_035_proj.tif,0.82,Fe,4
2385,P242_73665006707-E4_006_017_proj.tif,0.82,Fe,4
2386,P242_73665006707-C8_023_016_proj.tif,0.82,Fe,4
2387,P242_73665006707-A8_011_010_proj.tif,0.82,Fe,4
2388,P242_73665006707-C6_003_003_proj.tif,0.82,Fe,4
2389,P242_73665006707-G4_011_009_proj.tif,0.82,Fe,4
2392,P242_73665006707-C7_004_003_proj.tif,0.82,Fe,4
2394,P242_73665006707-G3_010_030_proj.tif,0.82,Fe,4
2395,P242_73665006707-A8_026_005_proj.tif,0.82,Fe,4
2397,P242_73665006707-C7_002_037_proj.tif,0.82,Fe,4
2400,P242_73665006707-C8_001_026_proj.tif,0.82,Fe,4
2401,P242_73665006707-G4_006_042_proj.tif,0.82,Fe,4
2406,P242_73665006707-A8_023_010_proj.tif,0.82,Fe,4
2407,P242_73665006707-E4_009_037_proj.tif,0.82,Fe,4
2408,P242_73665006707-A6_014_012_proj.tif,0.82,Fe,4
2410,P242_73665006707-G3_009_039_proj.tif,0.82,Fe,4
2411,P242_73665006707-A6_008_029_proj.tif,0.82,Fe,4
2416,P242_73665006707-C8_020_018_proj.tif,0.82,Fe,4
2419,P242_73665006707-A8_015_004_proj.tif,0.82,Fe,4
2421,P242_73665006707-C8_001_030_proj.tif,0.82,Fe,4
2422,P242_73665006707-E4_008_038_proj.tif,0.82,Fe,4
2423,P242_73665006707-A6_007_041_proj.tif,0.82,Fe,4
2428,P242_73665006707-A8_040_001_proj.tif,0.82,Fe,4
2434,P242_73665006707-C8_010_019_proj.tif,0.82,Fe,4
2441,P242_73665006707-E4_005_008_proj.tif,0.82,Fe,4
2444,P242_73665006707-A8_019_012_proj.tif,0.82,Fe,4
2449,P242_73665006707-C6_008_012_proj.tif,0.82,Fe,4
2451,P242_73665006707-E4_007_006_proj.tif,0.82,Fe,4
2453,P242_73665006707-G3_004_027_proj.tif,0.82,Fe,4
2454,P242_73665006707-C8_021_015_proj.tif,0.82,Fe,4
2456,P242_73665006707-C8_014_023_proj.tif,0.82,Fe,4
2457,P242_73665006707-E4_001_015_proj.tif,0.82,Fe,4
2458,P242_73665006707-E4_003_038_proj.tif,0.82,Fe,4
2459,P242_73665006707-C7_003_022_proj.tif,0.82,Fe,4
2461,P242_73665006707-C7_016_003_proj.tif,0.82,Fe,4
2462,P242_73665006707-C8_009_008_proj.tif,0.82,Fe,4
2465,P242_73665006707-E4_008_033_proj.tif,0.82,Fe,4
2468,P242_73665006707-E4_014_008_proj.tif,0.82,Fe,4
2471,P242_73665006707-C7_013_010_proj.tif,0.82,Fe,4
2474,P242_73665006707-A6_010_012_proj.tif,0.82,Fe,4
2478,P242_73665006707-G4_016_026_proj.tif,0.82,Fe,4
2479,P242_73665006707-A6_019_012_proj.tif,0.82,Fe,4
2480,P242_73665006707-G3_006_040_proj.tif,0.82,Fe,4
2482,P242_73665006707-G3_018_016_proj.tif,0.82,Fe,4
2484,P242_73665006707-C7_009_024_proj.tif,0.82,Fe,4
2485,P242_73665006707-C7_014_017_proj.tif,0.82,Fe,4
2487,P242_73665006707-E4_009_017_proj.tif,0.82,Fe,4
2488,P242_73665006707-G3_006_027_proj.tif,0.82,Fe,4
2490,P242_73665006707-C6_004_012_proj.tif,0.82,Fe,4
2491,P242_73665006707-C6_026_004_proj.tif,0.82,Fe,4
2493,P242_73665006707-C6_001_003_proj.tif,0.82,Fe,4
2494,P242_73665006707-C8_001_036_proj.tif,0.82,Fe,4
2495,P242_73665006707-E4_003_017_proj.tif,0.82,Fe,4
2496,P242_73665006707-C6_021_010_proj.tif,0.82,Fe,4
2498,P242_73665006707-E4_001_028_proj.tif,0.82,Fe,4
2499,P242_73665006707-C7_020_021_proj.tif,0.82,Fe,4
2500,P242_73665006707-A8_006_008_proj.tif,0.82,Fe,4
2503,P242_73665006707-G3_010_033_proj.tif,0.82,Fe,4
2504,P242_73665006707-E4_004_037_proj.tif,0.82,Fe,4
2507,P242_73665006707-A6_002_048_proj.tif,0.82,Fe,4
2508,P242_73665006707-C7_025_006_proj.tif,0.82,Fe,4
2511,P242_73665006707-C8_025_006_proj.tif,0.82,Fe,4
2513,P242_73665006707-E4_009_012_proj.tif,0.82,Fe,4
2514,P242_73665006707-G4_006_004_proj.tif,0.82,Fe,4
2515,P242_73665006707-A6_015_018_proj.tif,0.82,Fe,4
2516,P242_73665006707-G4_008_019_proj.tif,0.82,Fe,4
2517,P242_73665006707-A6_014_009_proj.tif,0.82,Fe,4
2518,P242_73665006707-C7_006_022_proj.tif,0.82,Fe,4
2521,P242_73665006707-C6_028_002_proj.tif,0.82,Fe,4
2524,P242_73665006707-E4_006_013_proj.tif,0.82,Fe,4
2525,P242_73665006707-C8_016_003_proj.tif,0.82,Fe,4
2526,P242_73665006707-C7_028_006_proj.tif,0.82,Fe,4
2527,P242_73665006707-G4_009_018_proj.tif,0.82,Fe,4
2528,P242_73665006707-A6_003_016_proj.tif,0.82,Fe,4
2531,P242_73665006707-A6_004_019_proj.tif,0.82,Fe,4
2532,P242_73665006707-C7_029_009_proj.tif,0.82,Fe,4
2537,P242_73665006707-G4_009_001_proj.tif,0.82,Fe,4
2539,P242_73665006707-C7_004_013_proj.tif,0.82,Fe,4
2540,P242_73665006707-G4_016_023_proj.tif,0.82,Fe,4
2541,P242_73665006707-A6_007_029_proj.tif,0.82,Fe,4
2542,P242_73665006707-A8_039_001_proj.tif,0.82,Fe,4
2543,P242_73665006707-C6_015_007_proj.tif,0.82,Fe,4
2545,P242_73665006707-E4_009_023_proj.tif,0.82,Fe,4
2546,P242_73665006707-C8_026_010_proj.tif,0.82,Fe,4
2547,P242_73665006707-C7_001_030_proj.tif,0.82,Fe,4
2550,P242_73665006707-C8_001_031_proj.tif,0.82,Fe,4
2554,P242_73665006707-G3_021_015_proj.tif,0.82,Fe,4
2555,P242_73665006707-A8_004_004_proj.tif,0.82,Fe,4
2556,P242_73665006707-A6_006_016_proj.tif,0.82,Fe,4
2557,P242_73665006707-G3_003_043_proj.tif,0.82,Fe,4
2558,P242_73665006707-C8_021_014_proj.tif,0.82,Fe,4
2567,P242_73665006707-A6_017_021_proj.tif,0.82,Fe,4
2568,P242_73665006707-C6_006_011_proj.tif,0.82,Fe,4
2569,P242_73665006707-E4_014_027_proj.tif,0.82,Fe,4
2571,P242_73665006707-C7_026_012_proj.tif,0.82,Fe,4
2572,P242_73665006707-G3_008_037_proj.tif,0.82,Fe,4
2573,P242_73665006707-G4_007_032_proj.tif,0.82,Fe,4
2574,P242_73665006707-C8_011_008_proj.tif,0.82,Fe,4
2576,P242_73665006707-C6_028_006_proj.tif,0.82,Fe,4
2577,P242_73665006707-C8_002_037_proj.tif,0.82,Fe,4
2578,P242_73665006707-G4_011_006_proj.tif,0.82,Fe,4
2579,P242_73665006707-A6_008_012_proj.tif,0.82,Fe,4
2582,P242_73665006707-A8_020_011_proj.tif,0.82,Fe,4
2585,P242_73665006707-C7_025_004_proj.tif,0.82,Fe,4
2589,P242_73665006707-C6_001_034_proj.tif,0.82,Fe,4
2590,P242_73665006707-A6_014_033_proj.tif,0.82,Fe,4
2591,P242_73665006707-A6_006_043_proj.tif,0.82,Fe,4
2593,P242_73665006707-A6_012_005_proj.tif,0.82,Fe,4
2594,P242_73665006707-E4_014_020_proj.tif,0.82,Fe,4
2597,P242_73665006707-G3_006_010_proj.tif,0.82,Fe,4
2599,P242_73665006707-G4_003_036_proj.tif,0.82,Fe,4
2600,P242_73665006707-C8_014_014_proj.tif,0.82,Fe,4
2601,P242_73665006707-E4_017_008_proj.tif,0.82,Fe,4
2602,P242_73665006707-C8_017_024_proj.tif,0.82,Fe,4
2604,P242_73665006707-C8_026_008_proj.tif,0.82,Fe,4
2607,P242_73665006707-A6_018_007_proj.tif,0.82,Fe,4
2608,P242_73665006707-A8_010_016_proj.tif,0.82,Fe,4
2609,P242_73665006707-C7_029_010_proj.tif,0.82,Fe,4
2610,P242_73665006707-C8_007_019_proj.tif,0.82,Fe,4
2612,P242_73665006707-C8_023_008_proj.tif,0.82,Fe,4
2614,P242_73665006707-A8_006_007_proj.tif,0.82,Fe,4
2615,P242_73665006707-C7_005_035_proj.tif,0.82,Fe,4
2616,P242_73665006707-C8_012_013_proj.tif,0.82,Fe,4
2619,P242_73665006707-C6_001_013_proj.tif,0.82,Fe,4
2621,P242_73665006707-E4_012_017_proj.tif,0.82,Fe,4
